4;1;Venta nacional;NORMA;1;1;0;0;0;43;NULL;NULL;7;NULL;NULL;9;6;1;4;0;0;N/FRA. *NF*;FRA. *NF* DE *CC*;NULL;FRA. *NF* DE *DC*;FRA. *NF* DE *CC*;NULL;2;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL
5;0;Compra nacional;NORMA;1;1;0;0;0;6;NULL;NULL;4;NULL;NULL;10;4;9;6;0;0;FRA *NF* *DA*;IVA FRA. *NF* DE *CA*;NULL;S/FRA. NUM. *NF*;FRA. *NF* *DA*;NULL;1;0;2;0;1+3;NULL;NULL;NULL;NULL;NULL
