2;0;1;AA00010000;20;;
2;0;1;AA00010000;280;;
2;0;1;AA00010000;290;;
3;0;1;AA00020000;21;;
3;0;1;AA00020000;281;;
3;0;1;AA00020000;291;;
3;0;1;AA00020000;23;;
4;0;1;AA00030000;22;;
4;0;1;AA00030000;282;;
4;0;1;AA00030000;292;;
5;0;1;AA00040000;2403;;
5;0;1;AA00040000;2404;;
5;0;1;AA00040000;2413;;
5;0;1;AA00040000;2414;;
5;0;1;AA00040000;2423;;
5;0;1;AA00040000;2424;;
5;0;1;AA00040000;2493;;
5;0;1;AA00040000;2494;;
5;0;1;AA00040000;293;;
5;0;1;AA00040000;2943;;
5;0;1;AA00040000;2944;;
5;0;1;AA00040000;2953;;
5;0;1;AA00040000;2954;;
6;0;1;AA00050000;2405;;
6;0;1;AA00050000;2415;;
6;0;1;AA00050000;2425;;
6;0;1;AA00050000;2495;;
6;0;1;AA00050000;250;;
6;0;1;AA00050000;251;;
6;0;1;AA00050000;252;;
6;0;1;AA00050000;253;;
6;0;1;AA00050000;254;;
6;0;1;AA00050000;255;;
6;0;1;AA00050000;257;;
6;0;1;AA00050000;258;;
6;0;1;AA00050000;259;;
6;0;1;AA00050000;26;;
6;0;1;AA00050000;2945;;
6;0;1;AA00050000;2955;;
6;0;1;AA00050000;297;;
6;0;1;AA00050000;298;;
7;0;1;AA00060000;474;;
10;0;1;AB00020000;30;;
10;0;1;AB00020000;31;;
10;0;1;AB00020000;32;;
10;0;1;AB00020000;33;;
10;0;1;AB00020000;34;;
10;0;1;AB00020000;35;;
10;0;1;AB00020000;36;;
10;0;1;AB00020000;39;;
10;0;1;AB00020000;407;;
12;0;1;AB00030100;430;;
12;0;1;AB00030100;431;;
12;0;1;AB00030100;432;;
12;0;1;AB00030100;433;;
12;0;1;AB00030100;434;;
12;0;1;AB00030100;435;;
12;0;1;AB00030100;436;;
12;0;1;AB00030100;437;;
12;0;1;AB00030100;490;;
12;0;1;AB00030100;493;;
13;0;1;AB00030200;5580;;
17;0;1;AB00060000;480;;
17;0;1;AB00060000;567;;
22;0;1;PA01010100;100;;
22;0;1;PA01010100;101;;
22;0;1;PA01010100;102;;
23;0;1;PA01010200;1030;;
23;0;1;PA01010200;1040;;
25;0;1;PA01030000;112;;
25;0;1;PA01030000;113;;
25;0;1;PA01030000;114;;
25;0;1;PA01030000;115;;
25;0;1;PA01030000;119;;
26;0;1;PA01040000;108;;
26;0;1;PA01040000;109;;
27;0;1;PA01050000;120;;
27;0;1;PA01050000;121;;
28;0;1;PA01060000;118;;
29;0;1;PA01070000;129;;
30;0;1;PA01080000;557;;
32;0;1;PA02000000;133;;
