0003;Agrupada Ordenada;true;1;5;0;2;0;0;3;1;0;4;10;0;5;11;0
NSTC;Albaranes Taller (no stock);false;1;5;0;2;0;0;3;1;0;4;10;0;5;11;0
SINA;Sin Agrupar;false
STOC;Entregas de stock;false;1;5;0;2;0;0;3;1;0;4;2;0;5;7;0;6;8;0;7;9;0;8;10;0;9;11;0
